,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
v_Basketball_g01_c01,0.020821886137127876,0.03064770996570587,0.026870103552937508,0.03705259785056114,0.04198562353849411,0.05515988543629646,0.05997234210371971,0.08241748809814453,0.09821149706840515,0.13845416903495789,0.1273685097694397,0.16382278501987457,0.3194465935230255,0.41748446226119995,0.4189867675304413,0.45115458965301514,0.5901183485984802,0.8341188430786133,0.8078826069831848,0.8826315402984619,0.8685742020606995,0.8999879956245422,0.9003443121910095,0.9314225912094116,0.9275065660476685,0.9003431797027588,0.9143622517585754,0.9353989362716675,0.9420568943023682,0.9328704476356506,0.9207785129547119,0.9051361083984375,0.9032378196716309,0.9156436324119568,0.936945915222168,0.9306542873382568,0.9310340881347656,0.9230586290359497,0.9410334229469299,0.9390851259231567,0.9267479181289673,0.9169685244560242,0.9169862866401672,0.9408811926841736,0.9353216290473938,0.9377318620681763,0.9419928193092346,0.9469765424728394,0.9567561149597168,0.9615330696105957,0.9471037983894348,0.9469242691993713,0.9526002407073975,0.9548451900482178,0.946406900882721,0.9557555317878723,0.9492224454879761,0.9530289769172668,0.9586099982261658,0.9610084295272827,0.959020733833313,0.9594787955284119,0.9648436307907104,0.9621660113334656,0.9563872218132019,0.9567336440086365,0.9559715390205383,0.9487399458885193,0.9389233589172363,0.9279767274856567,0.9285769462585449,0.9354313611984253,0.9130017161369324,0.9213208556175232,0.9251708388328552,0.9208577275276184,0.9189671874046326,0.9083002805709839,0.8848413228988647,0.8936411738395691,0.8602966666221619,0.8726723790168762,0.8648707270622253,0.8612550497055054,0.831048846244812,0.6842865347862244,0.5540615916252136,0.48611727356910706,0.6307944655418396,0.584357500076294,0.7040178179740906,0.6962680816650391,0.6373562216758728,0.6459649801254272,0.6247482895851135,0.6228177547454834,0.6270142793655396,0.5195267796516418,0.564275860786438,0.5892589092254639,0.5891061425209045,0.6335408687591553,0.6494022607803345,0.6394608020782471,0.6597497463226318,0.6159595251083374,0.68390291929245,0.6582602262496948,0.6336847543716431,0.6254512667655945,0.6156389713287354,0.6337644457817078,0.6326681971549988,0.6067466735839844,0.6388582587242126,0.5771449208259583,0.5795533061027527,0.661807656288147,0.5994375944137573,0.5575088858604431,0.5403267741203308,0.5188524127006531,0.5268288254737854,0.5217177867889404,0.4614379107952118,0.518827497959137,0.4969271421432495,0.49973830580711365,0.5939164757728577
v_Basketball_g01_c02,0.020821886137127876,0.04869917780160904,0.11025892943143845,0.1093013733625412,0.17452026903629303,0.20802344381809235,0.1912834644317627,0.17303279042243958,0.2113182544708252,0.3286944329738617,0.2981381416320801,0.40930959582328796,0.3634689152240753,0.3325344920158386,0.3920409381389618,0.4250808358192444,0.6436325907707214,0.7896996736526489,0.7836607098579407,0.7347861528396606,0.6155157089233398,0.5637049078941345,0.6095352172851562,0.6345523595809937,0.525214672088623,0.7669416666030884,0.7171729803085327,0.809415340423584,0.8271663188934326,0.8649055361747742,0.7204980850219727,0.8020300269126892,0.8060414791107178,0.725942850112915,0.7418854236602783,0.8041612505912781,0.8617880940437317,0.8440665602684021,0.9097301363945007,0.9018748998641968,0.855161190032959,0.7592491507530212,0.7201730012893677,0.8125810623168945,0.8764213919639587,0.8707296848297119,0.879561185836792,0.9111720323562622,0.9556897878646851,0.9465631246566772,0.9492777585983276,0.9459224939346313,0.9207755923271179,0.9305437207221985,0.8810151815414429,0.9017000794410706,0.8958292007446289,0.8947857022285461,0.8875464797019958,0.9089195132255554,0.9452875852584839,0.945522129535675,0.9360315203666687,0.9342904686927795,0.9345910549163818,0.9376240968704224,0.9532896876335144,0.9493223428726196,0.9493604898452759,0.9441011548042297,0.9375185966491699,0.9046767354011536,0.8939354419708252,0.8717855215072632,0.8664035797119141,0.8225237727165222,0.8596648573875427,0.8290683627128601,0.835439920425415,0.8510907292366028,0.8789167404174805,0.854519248008728,0.9081860780715942,0.8938561081886292,0.8891782164573669,0.8665452003479004,0.8314085602760315,0.8111793994903564,0.7844865918159485,0.7435290813446045,0.7158209681510925,0.7491544485092163,0.7138152718544006,0.7861225605010986,0.809276819229126,0.7811827063560486,0.8058459162712097,0.7560891509056091,0.7901563048362732,0.8264455199241638,0.7477037310600281,0.7743757367134094,0.7436293959617615,0.786573052406311,0.7951403260231018,0.7509109973907471,0.7606102824211121,0.7617408037185669,0.7747155427932739,0.7934812903404236,0.7962942719459534,0.7789465188980103,0.7683491706848145,0.7968960404396057,0.7709683775901794,0.7927201390266418,0.7536835670471191,0.7832479476928711,0.8272754549980164,0.8010566234588623,0.8163632154464722,0.8195264339447021,0.820146918296814,0.8287289142608643,0.7970564365386963,0.8246584534645081,0.766140878200531,0.7889630794525146,0.8130350112915039
v_Basketball_g01_c03,0.020821886137127876,0.04979613423347473,0.062023065984249115,0.0962633565068245,0.09054476767778397,0.08913852274417877,0.08181443810462952,0.07450057566165924,0.08814654499292374,0.10809266567230225,0.1521172821521759,0.1208830252289772,0.16360078752040863,0.16949458420276642,0.1647072434425354,0.18859396874904633,0.1975099891424179,0.26539403200149536,0.17856955528259277,0.14572633802890778,0.20780323445796967,0.2126273661851883,0.35968008637428284,0.4621925354003906,0.5961085557937622,0.6204112768173218,0.594817042350769,0.577612042427063,0.5601769089698792,0.6041517853736877,0.6476530432701111,0.616698682308197,0.5693725943565369,0.7102766633033752,0.730624794960022,0.7190939784049988,0.5368465185165405,0.5823168754577637,0.6586800813674927,0.6887494325637817,0.7432488799095154,0.768532395362854,0.6623880863189697,0.7564123868942261,0.7563708424568176,0.7504602670669556,0.8099026679992676,0.7775879502296448,0.8349705338478088,0.6784796714782715,0.5832453370094299,0.5448712706565857,0.6718096733093262,0.5662528872489929,0.7079124450683594,0.7613263130187988,0.8057519197463989,0.8196636438369751,0.7903183698654175,0.6760370135307312,0.5022116899490356,0.4430294632911682,0.5515252351760864,0.7974369525909424,0.74063640832901,0.6710195541381836,0.7709640264511108,0.8511131405830383,0.8536906242370605,0.8754708766937256,0.8598843812942505,0.8454689979553223,0.8404158353805542,0.8038966655731201,0.745063304901123,0.738213062286377,0.7433419823646545,0.6817522048950195,0.653565526008606,0.5825356841087341,0.33012765645980835,0.2628263533115387,0.34654349088668823,0.35607004165649414,0.24698644876480103,0.3915870189666748,0.42194709181785583,0.33877095580101013,0.3609161078929901,0.3761864900588989,0.29539263248443604,0.41402673721313477,0.42490682005882263,0.36745384335517883,0.4031528830528259,0.3960324227809906,0.33508923649787903,0.3896854519844055,0.4243302047252655,0.37538665533065796,0.3627804219722748,0.3634532690048218,0.3544533848762512,0.40401455760002136,0.4125244617462158,0.38676124811172485,0.4242244362831116,0.39184606075286865,0.32325509190559387,0.38625457882881165,0.383602499961853,0.33363452553749084,0.40317440032958984,0.3925880491733551,0.3590054512023926,0.47043952345848083,0.47282683849334717,0.43040338158607483,0.43914440274238586,0.40197232365608215,0.3724820017814636,0.43326786160469055,0.4348152279853821,0.3644092082977295,0.4314923584461212,0.4582451283931732,0.30519697070121765,0.36509960889816284,0.4069312512874603
v_Basketball_g01_c04,0.020821886137127876,0.03288394585251808,0.05236655846238136,0.16180993616580963,0.24787254631519318,0.22646109759807587,0.28958600759506226,0.33451369404792786,0.21778269112110138,0.31656384468078613,0.33460086584091187,0.4723423719406128,0.5992828607559204,0.6358339190483093,0.6051849126815796,0.5493517518043518,0.5630225539207458,0.5375827550888062,0.670045793056488,0.6361562013626099,0.5294152498245239,0.6425691246986389,0.7540530562400818,0.7390859723091125,0.7522233128547668,0.6448178887367249,0.7128605842590332,0.7166856527328491,0.6942994594573975,0.686598539352417,0.6623033881187439,0.6721160411834717,0.6270272135734558,0.7061529159545898,0.6875031590461731,0.7382867932319641,0.8652471303939819,0.8713511228561401,0.8830409049987793,0.9028776288032532,0.9179221987724304,0.8968424797058105,0.86897873878479,0.8683404326438904,0.9061471223831177,0.9020756483078003,0.9102877974510193,0.8617638349533081,0.8349635004997253,0.8177480697631836,0.8144338130950928,0.8263625502586365,0.8194357752799988,0.799199640750885,0.8127163052558899,0.810971736907959,0.8254454135894775,0.8235505819320679,0.7729821801185608,0.8270480632781982,0.6994123458862305,0.8088407516479492,0.7760220766067505,0.8142504692077637,0.73544842004776,0.7485237717628479,0.651909589767456,0.7761890292167664,0.7829992771148682,0.7881412506103516,0.7830274701118469,0.8274257183074951,0.8897358775138855,0.8826240301132202,0.782344400882721,0.6730610728263855,0.6442098021507263,0.27665480971336365,0.2909209430217743,0.3464701473712921,0.32549387216567993,0.20197445154190063,0.33901357650756836,0.31692004203796387,0.2062816321849823,0.2645745575428009,0.3198133409023285,0.2959095239639282,0.37987402081489563,0.3310845196247101,0.3790232837200165,0.43303021788597107,0.4054184854030609,0.32425105571746826,0.4359302818775177,0.4603739380836487,0.4638086259365082,0.4603881239891052,0.49531054496765137,0.4552142322063446,0.44753679633140564,0.4811711609363556,0.49194997549057007,0.46651172637939453,0.4973457157611847,0.3862032890319824,0.3413614332675934,0.4085928797721863,0.3610544204711914,0.30212321877479553,0.31202617287635803,0.3181433081626892,0.2932471036911011,0.2832314372062683,0.4062327444553375,0.36402231454849243,0.3273276686668396,0.35876086354255676,0.32254770398139954,0.33647751808166504,0.3536224067211151,0.4147404730319977,0.34744277596473694,0.2765289545059204,0.3232818841934204,0.3237358331680298,0.1283654421567917,0.2481260746717453,0.2670687735080719
v_Basketball_g01_c05,0.020821886137127876,0.039000172168016434,0.0466814860701561,0.056223273277282715,0.05850439518690109,0.06815951317548752,0.08693986386060715,0.10888632386922836,0.18646147847175598,0.19564469158649445,0.24516893923282623,0.3139665424823761,0.2942947447299957,0.4044376015663147,0.4075048267841339,0.47409653663635254,0.48425957560539246,0.5171698927879333,0.494594007730484,0.5338536500930786,0.5716112852096558,0.6356398463249207,0.7206811904907227,0.740903377532959,0.7100381851196289,0.8099767565727234,0.7987104058265686,0.8216574192047119,0.9156062602996826,0.9069953560829163,0.8861822485923767,0.8972902894020081,0.8314399719238281,0.7623706459999084,0.8297669887542725,0.8883765935897827,0.9150853753089905,0.8470717072486877,0.8691172003746033,0.9272741675376892,0.9106842875480652,0.9226690530776978,0.931596577167511,0.9509531855583191,0.953394889831543,0.9374241828918457,0.9363459348678589,0.9444084763526917,0.9592490792274475,0.9701407551765442,0.9741367101669312,0.968213677406311,0.9717007279396057,0.9547362923622131,0.9537059664726257,0.9537917375564575,0.9547051191329956,0.9579375982284546,0.964580237865448,0.9561118483543396,0.9616199731826782,0.9590824842453003,0.9616445302963257,0.9610260725021362,0.9598342776298523,0.9642702341079712,0.9726185202598572,0.9718878269195557,0.9665046334266663,0.9620314240455627,0.9505770802497864,0.9548442959785461,0.9595192074775696,0.9622061848640442,0.955797553062439,0.9513940811157227,0.9564695358276367,0.9480026364326477,0.9389199018478394,0.948689341545105,0.952241837978363,0.9596841931343079,0.9665783643722534,0.9627790451049805,0.9553483128547668,0.9169074892997742,0.8946175575256348,0.8626165986061096,0.8389983773231506,0.7897661924362183,0.7805847525596619,0.6829618215560913,0.7731873393058777,0.836033821105957,0.8095718622207642,0.8438552618026733,0.7822833061218262,0.8294715881347656,0.8461545705795288,0.8299908638000488,0.8416808247566223,0.8161600232124329,0.8539712429046631,0.8660613894462585,0.8488784432411194,0.8591108918190002,0.8661264777183533,0.8793027400970459,0.8882040977478027,0.8884250521659851,0.8866842985153198,0.8494391441345215,0.8804330229759216,0.876121997833252,0.8782125115394592,0.9070467948913574,0.8537852168083191,0.8986672163009644,0.8923869729042053,0.8950267434120178,0.9005815982818604,0.8814013600349426,0.8903447389602661,0.8894883394241333,0.8606541752815247,0.8804426193237305,0.8323616981506348,0.8823866248130798,0.8912959098815918
v_Basketball_g01_c06,0.020821886137127876,0.03377718850970268,0.05291670560836792,0.07542911171913147,0.10667075216770172,0.1539318710565567,0.14680801331996918,0.15948517620563507,0.24342286586761475,0.31982535123825073,0.239085853099823,0.25989648699760437,0.35800355672836304,0.5729820728302002,0.5339781641960144,0.6314825415611267,0.6014213562011719,0.5623891353607178,0.6200482845306396,0.5812107920646667,0.6658204197883606,0.7722838521003723,0.7788284420967102,0.8173617124557495,0.8167106509208679,0.8905025720596313,0.9034227132797241,0.9304556846618652,0.9310141801834106,0.932986855506897,0.941045880317688,0.9126803874969482,0.8896667957305908,0.8962448239326477,0.89573734998703,0.8835626840591431,0.9221055507659912,0.9241491556167603,0.9191535711288452,0.9137267470359802,0.904760479927063,0.9324169158935547,0.935106635093689,0.953719973564148,0.8942463994026184,0.8975925445556641,0.8909047842025757,0.8820371627807617,0.9012457728385925,0.896801233291626,0.8803991675376892,0.8475419282913208,0.831211268901825,0.8245115876197815,0.8217124938964844,0.8731635808944702,0.9006392359733582,0.9146388173103333,0.9126095175743103,0.896898090839386,0.8914733529090881,0.9028300046920776,0.8948130011558533,0.8986234068870544,0.9060946702957153,0.9191639423370361,0.9111048579216003,0.8936678171157837,0.9221326112747192,0.9256072044372559,0.9257069230079651,0.9147062301635742,0.9075117111206055,0.9184203147888184,0.9113450050354004,0.9182031750679016,0.8775986433029175,0.8579456210136414,0.7591191530227661,0.7478000521659851,0.7587770223617554,0.7724378705024719,0.698215901851654,0.6583383679389954,0.6497666835784912,0.46867212653160095,0.5897390246391296,0.7051467299461365,0.5217637419700623,0.6259139180183411,0.6846399903297424,0.6032478213310242,0.636075496673584,0.5998619198799133,0.5928307175636292,0.6211988925933838,0.6145498156547546,0.6315597295761108,0.6506140232086182,0.630760133266449,0.6418088674545288,0.693778932094574,0.6814520955085754,0.688746452331543,0.6385429501533508,0.7236342430114746,0.7271527647972107,0.7222824096679688,0.7380414009094238,0.7074979543685913,0.6979182958602905,0.7217354774475098,0.7227683067321777,0.7061643600463867,0.7333657145500183,0.6444854140281677,0.7158856987953186,0.7121977806091309,0.6970442533493042,0.6898953914642334,0.6964578032493591,0.7096509337425232,0.7134619951248169,0.7159300446510315,0.681929349899292,0.7223629355430603,0.6539092063903809,0.8322127461433411,0.8338510394096375
v_Basketball_g01_c07,0.020821886137127876,0.032778844237327576,0.047318749129772186,0.058728914707899094,0.08329296112060547,0.08311890065670013,0.09116169810295105,0.14060372114181519,0.23337087035179138,0.3312132656574249,0.2733549475669861,0.3944272994995117,0.4561690092086792,0.4002239406108856,0.5757558345794678,0.6003569960594177,0.7016812562942505,0.6928874254226685,0.6665453314781189,0.6594247221946716,0.6830453276634216,0.8034330010414124,0.8864379525184631,0.7410744428634644,0.7640002965927124,0.9095845222473145,0.8956885933876038,0.8948180675506592,0.8916689157485962,0.8967183232307434,0.8950918316841125,0.9328873753547668,0.9340299367904663,0.9400795698165894,0.9487378001213074,0.9375112652778625,0.9392127990722656,0.9394289255142212,0.968519389629364,0.978046178817749,0.9812721610069275,0.9761625528335571,0.9866344928741455,0.9889155626296997,0.990436851978302,0.990879237651825,0.9944197535514832,0.9958321452140808,0.9969095587730408,0.996893048286438,0.9964340925216675,0.996215283870697,0.9968016147613525,0.9967857599258423,0.9974797368049622,0.9958991408348083,0.9949073195457458,0.9946035742759705,0.9927010536193848,0.993415355682373,0.9915743470191956,0.9924701452255249,0.9915794134140015,0.9919371604919434,0.9926222562789917,0.9918078780174255,0.9935184121131897,0.9951076507568359,0.9951727986335754,0.9950627684593201,0.9953254461288452,0.9959279894828796,0.9963585734367371,0.9964446425437927,0.9963551759719849,0.9954749941825867,0.9942639470100403,0.9941834807395935,0.9943169951438904,0.9951765537261963,0.9958103895187378,0.995793342590332,0.9948002099990845,0.9944469928741455,0.9929409027099609,0.9933257102966309,0.9931461811065674,0.9934672713279724,0.9936855435371399,0.9928497076034546,0.9928777813911438,0.9913737177848816,0.9900970458984375,0.9877660274505615,0.9887092709541321,0.9851437211036682,0.9793171882629395,0.9791481494903564,0.9811439514160156,0.9836705923080444,0.9860923886299133,0.986566960811615,0.9879201650619507,0.9885813593864441,0.9883741140365601,0.9848089814186096,0.983232319355011,0.9770333170890808,0.9813994765281677,0.982132077217102,0.9822366237640381,0.9808886647224426,0.9826045632362366,0.9818456172943115,0.9816058278083801,0.9816265106201172,0.9815431237220764,0.9822873473167419,0.9815856218338013,0.9833594560623169,0.9828141927719116,0.9818358421325684,0.9817434549331665,0.9801726937294006,0.9797587394714355,0.9820373058319092,0.9784767031669617,0.972348153591156,0.9766324758529663
v_Basketball_g02_c01,0.020821886137127876,0.036503612995147705,0.04579382389783859,0.05009331926703453,0.06373289972543716,0.1605975478887558,0.21600216627120972,0.25408735871315,0.21370083093643188,0.3448500335216522,0.33441099524497986,0.41176778078079224,0.3873498737812042,0.36298882961273193,0.44118279218673706,0.513423502445221,0.5056458711624146,0.5981642603874207,0.45122861862182617,0.3716282844543457,0.4254095256328583,0.37021952867507935,0.39700719714164734,0.4712439477443695,0.37914371490478516,0.3884403109550476,0.36636218428611755,0.507663905620575,0.5650421380996704,0.5534189343452454,0.5006319880485535,0.555885374546051,0.5613394379615784,0.5958375334739685,0.6652560234069824,0.6912185549736023,0.6191902160644531,0.6546421647071838,0.3880782425403595,0.4541842043399811,0.45887842774391174,0.5367093086242676,0.42186200618743896,0.4910285472869873,0.5183194279670715,0.5715915560722351,0.6602532863616943,0.6536939144134521,0.719782292842865,0.7463390827178955,0.7031351923942566,0.6468783617019653,0.6936128735542297,0.6577624082565308,0.6487399339675903,0.5355246067047119,0.6303062438964844,0.5449337363243103,0.5699304342269897,0.6007504463195801,0.6036439538002014,0.5812947750091553,0.5974705815315247,0.6979338526725769,0.6501038074493408,0.7385748624801636,0.7125621438026428,0.6885195970535278,0.7628832459449768,0.7432495951652527,0.7646191716194153,0.8259479999542236,0.8522924184799194,0.8530935645103455,0.8579814434051514,0.894383430480957,0.9207164645195007,0.9067574143409729,0.9116165637969971,0.9231136441230774,0.9056299328804016,0.912712574005127,0.9386079907417297,0.9445816874504089,0.9537773132324219,0.9249820709228516,0.9321027398109436,0.9360455274581909,0.9393661022186279,0.9382849335670471,0.9368540644645691,0.9517921805381775,0.960812509059906,0.9643374085426331,0.9601944088935852,0.9618439078330994,0.9615497589111328,0.9507179856300354,0.9474193453788757,0.9400469660758972,0.9440523982048035,0.9501385688781738,0.9522317051887512,0.961503803730011,0.9555318355560303,0.959678053855896,0.9554665088653564,0.9615336656570435,0.9505816102027893,0.9493287801742554,0.9573219418525696,0.9618421196937561,0.9678557515144348,0.9640658497810364,0.9552431106567383,0.9566563963890076,0.9562686085700989,0.9548864960670471,0.9562414288520813,0.9557065367698669,0.9680027365684509,0.966718852519989,0.9660513997077942,0.9652215242385864,0.9681383371353149,0.9676564335823059,0.9676506519317627,0.9681609272956848,0.967867910861969
v_Basketball_g02_c02,0.020821886137127876,0.04428606852889061,0.045541003346443176,0.0847090482711792,0.09283309429883957,0.22689147293567657,0.38495197892189026,0.6009472608566284,0.45744264125823975,0.41879868507385254,0.49197179079055786,0.451606422662735,0.4491022825241089,0.3770083487033844,0.4334399998188019,0.42868489027023315,0.22203052043914795,0.19199517369270325,0.14775069057941437,0.1918748915195465,0.21180987358093262,0.3388579487800598,0.3234878480434418,0.27922141551971436,0.23229309916496277,0.26173996925354004,0.256785124540329,0.3017292022705078,0.3919815719127655,0.4148358702659607,0.36186015605926514,0.30044811964035034,0.19319655001163483,0.13096173107624054,0.14328227937221527,0.1784033477306366,0.2235216349363327,0.194077730178833,0.21663539111614227,0.20409879088401794,0.30786260962486267,0.2924455404281616,0.2943571209907532,0.3503718674182892,0.3339114487171173,0.305172324180603,0.36682286858558655,0.3315756022930145,0.4197250008583069,0.4496278464794159,0.439628928899765,0.4842557907104492,0.527552604675293,0.5862616896629333,0.6291138529777527,0.6085878610610962,0.5496702194213867,0.5703710317611694,0.5674681663513184,0.5631950497627258,0.5920447707176208,0.5737819075584412,0.586995542049408,0.570910632610321,0.5584200024604797,0.5580346584320068,0.5703728199005127,0.5795596837997437,0.6202412843704224,0.5691961050033569,0.5779520869255066,0.5829475522041321,0.5463924407958984,0.6010023355484009,0.6102242469787598,0.5931265354156494,0.6189218163490295,0.6356273293495178,0.6019678115844727,0.6208871006965637,0.621540904045105,0.6418039202690125,0.6133310794830322,0.6130158305168152,0.6326737999916077,0.5815820097923279,0.6551934480667114,0.6476224660873413,0.6457605957984924,0.6946582794189453,0.668696939945221,0.724565327167511,0.7439020276069641,0.7847293019294739,0.8113887310028076,0.8063207864761353,0.80893474817276,0.8175824284553528,0.7988495230674744,0.8241767883300781,0.8363584876060486,0.8171110153198242,0.8048916459083557,0.796714723110199,0.7827003002166748,0.7932496666908264,0.8176236748695374,0.8545093536376953,0.8181347250938416,0.8621054291725159,0.8653167486190796,0.8407516479492188,0.8505438566207886,0.8402267694473267,0.8393056392669678,0.8350321054458618,0.8378405570983887,0.8560173511505127,0.8561647534370422,0.8606792092323303,0.8648149371147156,0.8661478161811829,0.8707587122917175,0.8715701103210449,0.8707544207572937,0.8694389462471008,0.8815680146217346,0.896115779876709,0.9167605042457581
v_Basketball_g02_c03,0.020821886137127876,0.03345425799489021,0.03002597764134407,0.034835733473300934,0.0642637237906456,0.07236673682928085,0.14504516124725342,0.13830356299877167,0.18221515417099,0.1789163053035736,0.13633938133716583,0.23866644501686096,0.22069720923900604,0.20409062504768372,0.21872103214263916,0.20513851940631866,0.19436533749103546,0.19660790264606476,0.1558239758014679,0.17452943325042725,0.15678946673870087,0.1267172396183014,0.1429998278617859,0.13333530724048615,0.10088527202606201,0.17622365057468414,0.19870658218860626,0.2748814523220062,0.3095380663871765,0.273019015789032,0.26022017002105713,0.24085165560245514,0.22344021499156952,0.20773953199386597,0.2705748975276947,0.32166168093681335,0.430941104888916,0.46730032563209534,0.4408796429634094,0.5086879134178162,0.49573326110839844,0.43160995841026306,0.3250797390937805,0.33388185501098633,0.4304972290992737,0.5045453906059265,0.5925150513648987,0.6129566431045532,0.6059701442718506,0.6856896281242371,0.6806702017784119,0.6631256341934204,0.7118987441062927,0.7117959260940552,0.7172790765762329,0.7542726397514343,0.7486974000930786,0.7851914167404175,0.7599202990531921,0.7879848480224609,0.7853422164916992,0.8051854968070984,0.8495398759841919,0.8251468539237976,0.8047513961791992,0.8151843547821045,0.8090856671333313,0.7989423871040344,0.8134899735450745,0.8634881973266602,0.8600785732269287,0.8675510883331299,0.8457757830619812,0.8345774412155151,0.8700277805328369,0.8525733947753906,0.8552623391151428,0.8517116904258728,0.8150225877761841,0.8156858086585999,0.8229274153709412,0.8216233849525452,0.8364750146865845,0.8555899858474731,0.8484809398651123,0.8549908995628357,0.8749898076057434,0.8836509585380554,0.8771849274635315,0.8872606158256531,0.8763707876205444,0.8754763603210449,0.8851218819618225,0.8998225927352905,0.9068563580513,0.9114386439323425,0.8956941366195679,0.8749014735221863,0.8670672178268433,0.8579741716384888,0.8409719467163086,0.8423986434936523,0.8473922610282898,0.8629521131515503,0.8646553754806519,0.879996657371521,0.8486626148223877,0.849086582660675,0.8701979517936707,0.8661932945251465,0.8574382066726685,0.8424842953681946,0.8402546048164368,0.834847629070282,0.8513399362564087,0.8388556241989136,0.8390566110610962,0.8230209350585938,0.8423040509223938,0.8582730293273926,0.8546004295349121,0.8621304631233215,0.8674718141555786,0.8759815692901611,0.8773273825645447,0.8830956816673279,0.8980363607406616,0.9028481841087341,0.9112502336502075
